TIMESTAMP_START,TIMESTAMP_END,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_7,TS_F_MDS_8,TS_F_MDS_9,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,TS_F_MDS_7_QC,TS_F_MDS_8_QC,TS_F_MDS_9_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_6,SWC_F_MDS_7,SWC_F_MDS_8,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,SWC_F_MDS_6_QC,SWC_F_MDS_7_QC,SWC_F_MDS_8_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20190101,20190107,-22.44,1.0,0.0,1.015,1.0,185.992,1.0,0.202,1.0,100.844,1.0,0.043,0.0,4.126,0.16369,-9999,-9999,-25.03635564420804,0.9965277777777777,0.11843749999999999,1.0,0.04878472222222222,1.0,2.261458333333333,1.0,-0.9740218676122931,0.9965277777777777,217.65868055555555,1.0,416.424,1.0,-9.127,-8.582,-7.955,-7.699,-7.037,-6.257,-5.155,-4.133,-3.436,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.76465,1.0,-1.77555,0.0,-6.79043,-9999,-4.52839,1.0,-17.3184,0.914872,0.00262091,0.0,-9999,0.00262091,0.00289231,0.00327342,0.0,0.0,0.0,2.89618e-08,2.8966e-08,3.23527e-08,3.41165e-08,-0.00262088,-0.00333761,-0.00289228,-0.00262088,0.000131467,0.000131467,0.000179317,0.00466668,0.0,0.0,0.0,2.74253e-05,-9999,-9999
20190108,20190114,-29.271,0.553571,0.0,0.462,0.5625,155.942,0.553571,0.131,0.553571,102.807,0.318452,0.026,0.0,6.727,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,417.378,0.553571,-12.112,-11.378,-10.39,-9.815,-8.884,-7.715,-6.236,-4.905,-4.01,0.553571,0.553571,0.553571,0.553571,0.553571,0.553571,0.553571,0.553571,0.553571,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.41031,0.553571,-1.36695,0.0,-5.22775,-9999,-7.16341,0.383929,-27.3957,0.898775,0.00233793,0.0,-9999,0.00233793,0.00240977,0.00294158,0.0,0.0,0.0,2.75052e-09,2.75116e-09,3.28339e-09,3.57552e-09,-0.00233792,-0.00299142,-0.00240977,-0.00233792,1.71124e-06,1.71124e-06,2.33408e-06,0.00205066,0.0,0.0,0.0,1.25002e-05,-9999,-9999
20190115,20190121,-21.566,0.651786,0.0,0.708,0.660714,209.997,0.651786,0.18,0.651786,101.565,0.443452,0.039,0.0,5.088,0.270833,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,415.267,0.64881,-11.633,-11.19,-10.726,-10.517,-9.886,-9.079,-7.82,-6.384,-5.137,0.651786,0.651786,0.651786,0.651786,0.651786,0.651786,0.651786,0.651786,0.651786,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.84552,0.64881,-0.745239,0.0,-2.51549,-9999,-12.2949,0.47619,-41.5003,0.625131,0.00228487,0.0,-9999,0.00228487,0.0024192,0.00293738,0.0,0.0,0.0,2.12302e-08,2.12341e-08,2.43628e-08,2.60209e-08,-0.00228484,-0.00307165,-0.00241918,-0.00228484,3.7976e-05,3.7976e-05,5.17982e-05,0.004986,0.0,0.0,0.0,1.91519e-05,-9999,-9999
20190122,20190128,-19.505,1.0,0.0447591,2.136,1.0,226.341,1.0,0.258,1.0,101.333,1.0,0.061,0.0,8.767,0.494048,-9999,-9999,-5.995625,1.0,0.7489583333333334,1.0,1.4032986111111112,1.0,2.914236111111111,1.0,0.13267361111111112,1.0,226.21805555555554,1.0,414.795,1.0,-11.454,-11.049,-10.662,-10.523,-9.968,-9.287,-8.193,-6.925,-5.733,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.24602,1.0,0.00824358,0.0,0.0246776,-9999,-11.487,0.815476,-34.387,0.639896,0.00262091,0.0,-9999,0.00262091,0.00289231,0.00327342,0.0,0.0,0.0,4.89972e-08,4.90028e-08,5.35204e-08,5.58594e-08,-0.00262085,-0.00333759,-0.00289226,-0.00262086,0.000924579,0.000924579,0.0012611,0.00579048,0.0,0.0,0.0,5.77494e-05,-9999,-9999
20190129,20190204,-20.287,1.0,3.10493,4.18,1.0,194.006,1.0,0.258,1.0,101.995,1.0,0.049,0.0,5.163,0.97619,0.1767971835035896,0.9722222222222222,-30.368993055555553,1.0,4.341944444444445,1.0,4.569861111111111,1.0,4.329861111111111,1.0,2.5016319444444446,1.0,217.0659722222222,1.0,416.246,1.0,-11.934,-11.485,-11.033,-10.857,-10.287,-9.604,-8.55,-7.377,-6.269,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.29839,1.0,-0.110063,0.0,-0.262874,-9999,-9.96257,1.0,-23.7946,0.620369,-0.0110283,0.0,-9999,-0.0110283,-0.0110283,-0.00758189,0.0,0.0,0.0,5.09326e-08,5.0938e-08,5.52742e-08,5.75039e-08,0.0110283,0.00758194,0.00770505,0.0110283,0.000843353,0.000843353,0.00115031,0.0054648,0.0,0.0,0.0,0.000112981,-9999,-9999
20190205,20190211,-13.844,0.666667,11.6462,5.888,0.684524,228.045,0.666667,0.3,0.666667,101.061,0.482143,0.156,0.0,7.071,0.458333,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,415.255,0.666667,-11.612,-11.265,-10.955,-10.899,-10.423,-9.875,-8.938,-7.817,-6.698,0.666667,0.666667,0.666667,0.666667,0.666667,0.666667,0.666667,0.666667,0.666667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.39186,0.666667,-0.899748,0.0,-2.59301,-9999,-20.7855,0.666667,-59.9022,0.681588,-0.00759342,0.0,-9999,-0.00759342,-0.00759342,-0.00303697,0.0,0.0,0.0,1.20596e-07,1.20606e-07,1.28839e-07,1.33006e-07,0.00759354,0.0030371,0.00306487,0.00759353,0.00310673,0.00310673,0.00423749,0.00801063,0.0,0.0,0.0,0.000159156,-9999,-9999
20190212,20190218,-19.317,0.627976,24.6898,11.613,0.669643,211.292,0.627976,0.241,0.627976,101.157,0.142857,0.065,0.0,5.943,0.110119,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,416.934,0.60119,-11.284,-10.949,-10.709,-10.702,-10.288,-9.854,-9.042,-8.091,-7.126,0.627976,0.627976,0.627976,0.627976,0.627976,0.627976,0.627976,0.627976,0.627976,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.70669,0.627976,-1.167,0.0,-4.26015,-9999,-19.2481,0.607143,-70.2658,0.571605,-0.00757374,0.0,-9999,-0.00757374,-0.00757374,-0.00596704,0.0,0.0,0.0,5.13912e-08,5.13979e-08,5.67457e-08,5.95022e-08,0.00757379,0.0059671,0.00596731,0.00757378,0.00034347,0.00034347,0.000468483,0.005962,0.0,0.0,0.0,0.000313855,-9999,-9999
20190219,20190225,-14.38,1.0,41.9091,25.183,1.0,226.762,1.0,0.383,1.0,101.762,1.0,0.114,0.0,6.658,1.0,0.21961872590938472,1.0,-11.550555555555556,1.0,-9999,-9999,-9999,-9999,14.20034722222222,1.0,20.83420138888889,1.0,245.6833333333333,1.0,416.134,0.0982143,-11.186,-10.884,-10.711,-10.762,-10.388,-9.991,-9.233,-8.323,-7.388,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.52683,0.982143,-0.631239,0.0,-1.74872,-9999,-20.9186,0.997024,-57.9508,0.682079,-0.000221116,0.0,-9999,-0.000166025,0.00133262,0.00443007,0.0,0.0,0.0,1.28242e-07,1.28252e-07,1.36199e-07,1.40203e-07,0.000166149,-0.00442994,-0.00157667,0.000166149,0.00366499,0.00366499,0.00499894,0.00775967,0.0,0.0,0.0,0.000680464,-9999,-9999
20190226,20190304,-10.348,0.809524,62.9975,33.347,0.821429,240.166,0.809524,0.439,0.809524,102.271,0.72619,0.029,0.0,5.731,0.729167,0.18517134256943457,0.6284722222222222,-16.358424831081084,0.6284722222222222,67.29083474099099,0.6284722222222222,59.728381193693686,0.6284722222222222,22.63153153153153,0.6284722222222222,27.217713963963963,0.6284722222222222,271.30855855855856,0.6284722222222222,415.939,0.0,-9.934,-9.708,-9.678,-9.874,-9.632,-9.463,-8.992,-8.379,-7.61,0.809524,0.809524,0.809524,0.809524,0.809524,0.809524,0.809524,0.809524,0.809524,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.346446,0.809524,-1.10331,0.0,-2.27891,-9999,-12.9011,0.809524,-26.6476,0.541264,-0.00365044,0.0,-9999,-0.00409361,-0.00365044,0.00155647,0.0,0.0,0.0,1.57773e-07,1.57786e-07,1.68634e-07,1.74097e-07,0.00409378,-0.00157485,0.00365061,0.00397048,0.00352032,0.00352032,0.00480161,0.00941712,0.0,0.0,0.0,0.000901012,-9999,-9999
20190305,20190311,-15.143,0.470238,87.5832,42.476,0.497024,230.417,0.470238,0.236,0.467262,100.534,0.232143,0.096,0.0,6.419,0.241071,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,416.994,0.0,-9.956,-9.664,-9.527,-9.663,-9.38,-9.182,-8.737,-8.252,-7.651,0.470238,0.467262,0.467262,0.470238,0.470238,0.470238,0.470238,0.470238,0.470238,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.19598,0.52381,-1.31163,0.0,-2.23714,-9999,-8.60001,0.470238,-14.6683,0.392771,-0.00231016,0.0,-9999,-0.00222572,-0.00111086,-0.000948181,0.0,0.0,0.0,9.2844e-08,9.28538e-08,1.00599e-07,1.04541e-07,0.00216401,0.000948277,0.00111096,0.00216401,0.00125618,0.00125618,0.00171339,0.00755115,0.0,0.0,0.0,0.00114757,-9999,-9999
20190312,20190318,-19.128,0.875,115.23,70.493,0.880952,214.204,0.875,0.259,0.872024,100.81,0.741071,0.103,0.0,6.85,0.696429,0.2625368155267646,0.6041666666666666,3.0420083841463414,0.642361111111111,151.63342606707317,0.642361111111111,130.91009146341463,0.642361111111111,46.810797764227644,0.642361111111111,60.647599085365854,0.642361111111111,238.49010416666664,0.642361111111111,417.634,0.0,-11.517,-11.145,-10.844,-10.797,-10.347,-9.865,-9.107,-8.374,-7.715,0.872024,0.872024,0.872024,0.872024,0.872024,0.875,0.875,0.875,0.875,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.98681,0.869048,-0.267566,0.0,-0.18666,0.11953,-4.35053,0.869048,-3.03502,0.330305,-0.00293744,0.0,-9999,-0.00293744,-0.00293744,0.00123428,0.0,0.0,0.0,4.31445e-08,4.31506e-08,4.80333e-08,5.05691e-08,0.00293747,-0.00131846,0.00219982,0.00293748,0.000244901,0.000244901,0.000334038,0.00597888,0.0,0.0,0.0,0.00190395,-9999,-9999
20190319,20190325,-17.267,1.0,145.453,82.931,1.0,212.077,1.0,0.27,1.0,101.385,1.0,0.02,0.0,5.115,0.869048,0.1835220308843115,0.8576388888888888,-11.896145833333334,1.0,186.1229617316785,0.9965277777777777,163.7970973699764,0.9965277777777777,44.14722222222222,1.0,75.56784722222221,1.0,228.82673611111113,1.0,417.424,0.0,-11.069,-10.785,-10.646,-10.73,-10.394,-10.069,-9.428,-8.704,-7.958,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.46094,1.0,-0.684575,0.455357,-0.477574,0.070372,-6.94933,1.0,-4.848,0.440902,-0.00371468,0.0,-9999,-0.00510183,-0.00328389,-0.000155911,0.0,0.0,0.0,7.51291e-08,7.5137e-08,8.14113e-08,8.4615e-08,0.00524474,0.000119984,0.00267034,0.00510191,0.00108891,0.00108891,0.00148524,0.00668467,0.0,0.0,0.0,0.00223978,-9999,-9999
20190326,20190401,-7.057,1.0,177.735,101.266,1.0,254.26,1.0,0.442,1.0,102.086,1.0,0.23,0.0,6.196,0.89881,0.2393982082386013,0.8333333333333334,-9.529340277777777,1.0,228.45913194444447,1.0,193.2098611111111,1.0,61.38368055555554,1.0,85.12756944444445,1.0,288.7479166666667,1.0,416.749,0.0,-9.52,-9.364,-9.468,-9.775,-9.627,-9.591,-9.48,-8.751,-8.008,1.0,1.0,1.0,1.0,1.0,1.0,0.827381,0.827381,0.827381,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.29895,0.997024,-1.27381,1.0,-0.888639,0.0956744,-10.6255,1.0,-7.41256,0.504933,0.0127883,0.0,-9999,0.0119532,0.0127883,0.0134214,0.0,0.0,0.0,2.35342e-07,2.35358e-07,2.47855e-07,2.54078e-07,-0.0113404,-0.0134211,-0.012788,-0.011953,0.00809123,0.00809123,0.0101052,0.0122892,0.0,0.0,0.0,0.00273448,-9999,-9999
20190402,20190408,-19.974,0.985119,211.54,162.536,0.875,171.444,0.985119,0.229,0.985119,102.152,0.97619,0.026,0.0,4.86,0.803571,0.13108064773007175,0.8541666666666665,28.834777777777777,0.9722222222222223,322.0900694444444,0.9722222222222223,292.5398263888889,0.9722222222222223,35.52465277777778,0.9722222222222223,138.88531944444443,0.9722222222222223,223.02409722222225,0.9722222222222223,417.253,0.208333,-10.618,-10.264,-10.019,-10.07,-9.723,-9.446,-9.411,-8.678,-7.932,0.985119,0.985119,0.985119,0.985119,0.985119,0.985119,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.56926,0.982143,-0.294107,0.928571,-0.205175,0.0348345,-3.90734,0.940476,-2.72584,0.826819,-0.00152281,0.130952,0.00200596,-0.00153868,-0.000857203,0.00609821,0.130952,0.130952,0.130952,2.95224e-08,2.95274e-08,3.35538e-08,3.56717e-08,0.0015387,-0.00612327,0.000662689,0.0015387,6.93975e-05,6.93975e-05,9.46562e-05,0.00563502,0.0,0.0,0.0,0.00438732,-9999,-9999
20190409,20190415,-15.709,1.0,246.326,135.286,1.0,228.366,1.0,0.352,1.0,101.345,0.940476,0.057,0.0,7.534,0.89881,0.3201627456294943,0.8125,5.761621788537549,0.9791666666666666,318.94253444773824,0.9791666666666666,267.083465497365,0.9791666666666666,88.10495580808082,0.9791666666666666,115.70887530193237,0.9791666666666666,245.5841389437857,0.9791666666666666,417.193,0.9375,-10.985,-10.691,-10.54,-10.624,-10.289,-9.977,-9.438,-8.706,-7.966,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.18241,0.982143,-0.180613,0.988095,-0.125999,0.0368936,-2.10533,0.994048,-1.46872,0.550678,-0.00348636,0.839286,0.00159544,-0.00405888,-0.00247097,-0.000882821,0.83631,0.818452,0.8125,6.99373e-08,6.99463e-08,7.70925e-08,8.07672e-08,0.00405896,0.000882897,0.00247105,0.00405895,0.000470536,0.000470536,0.000641798,0.0073681,0.0,0.0,0.0,0.00365256,-9999,-9999
20190416,20190422,-13.593,0.997024,281.545,187.032,1.0,213.894,1.0,0.342,0.997024,101.229,0.889881,0.062,0.0,5.588,0.8125,0.1736313390687623,0.638888888888889,0.34712990761287105,0.8194444444444445,440.4213266706891,0.9027777777777778,381.4209348030354,0.9305555555555557,75.13200383927428,0.8888888888888888,170.66963536023877,0.9027777777777778,248.93121961063414,0.8993055555555557,417.077,0.96131,-10.358,-10.11,-10.045,-10.221,-9.967,-9.792,-8.665,-8.12,-7.563,1.0,1.0,1.0,1.0,1.0,0.997024,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.641452,0.991071,-0.12758,0.997024,-0.110506,0.0429169,-4.48492,0.997024,-3.88471,0.44403,0.00206056,0.934524,0.00148139,-0.00491042,-0.00326045,-0.00169672,0.955357,0.857143,0.949405,0.000339824,0.000340004,0.000349414,0.000354105,0.00539654,0.0020281,0.00346806,0.00525721,0.000970619,0.000970619,0.0013239,0.00820569,0.0,0.0,0.0,0.005048,-9999,-9999
20190423,20190429,-9.05,0.994048,316.656,201.818,0.994048,234.125,0.994048,0.586,0.994048,102.635,0.952381,0.003,0.0,5.185,0.985119,0.1774873701593395,0.9756944444444443,-3.4948615324120875,0.9756944444444445,468.93242925654425,0.9756944444444445,393.5185069795528,0.9756944444444445,89.67655424952254,0.9756944444444445,173.020065512302,0.9756944444444445,268.9113617851927,0.9756944444444445,416.872,0.869048,-9.756,-9.56,-9.591,-9.844,-9.654,-9.567,-7.786,-7.455,-7.094,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.06751,0.988095,-0.575233,0.988095,-2.41917,0.0535994,-10.8022,0.991071,-45.4294,0.494582,0.00499924,0.752976,0.00144904,-0.00126803,0.00133136,0.00297013,0.738095,0.738095,0.738095,0.00230417,0.00230434,0.00231339,0.00231803,0.00382951,-0.00157511,0.000983063,0.00357222,0.00523941,0.00528409,0.00685168,0.00989026,0.0,0.0,0.0,0.00529099,-9999,-9999
20190430,20190506,-4.443,1.0,351.146,202.035,0.96131,263.042,1.0,0.587,1.0,101.984,0.991071,0.015,0.0,6.885,0.919643,0.24523390210010387,0.90625,6.178680555555555,1.0,510.63371527777775,1.0,421.23368055555557,1.0,122.60972222222222,1.0,174.0180902777778,1.0,297.0090277777778,1.0,416.164,0.994048,-7.871,-7.79,-8.043,-8.509,-8.491,-8.683,-8.278,-7.824,-7.328,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.01621,1.0,0.6498,0.997024,2.73277,0.0641472,-0.630757,1.0,-2.65268,0.468432,0.0133855,0.979167,0.00174874,0.0136441,0.014612,0.0152097,0.979167,0.982143,0.985119,0.0126267,0.0124606,0.0126266,0.0128408,-0.00096669,-0.0027255,-0.00214821,-0.00103191,0.0140505,0.0144957,0.016182,0.0267712,0.0,0.0,0.000744921,0.0101658,-9999,-9999
20190507,20190513,-5.77,1.0,384.604,195.919,0.931548,274.985,1.0,0.492,1.0,101.563,0.985119,0.032,0.0,5.145,0.952381,0.1754783406848659,0.9409722222222222,22.071215277777778,1.0,504.9013888888888,1.0,406.9641666666667,1.0,158.30625,1.0,159.73947916666668,1.0,290.0472222222223,1.0,416.495,0.907738,-7.331,-7.204,-7.381,-7.816,-7.772,-7.958,-8.443,-7.957,-7.439,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.951363,0.997024,0.792752,1.0,3.33396,0.0799198,3.39158,1.0,14.2635,0.446395,-0.0112194,0.863095,0.00180193,-0.010683,-0.00901662,-0.00432762,0.869048,0.875,0.89881,0.0313306,0.0306332,0.0315181,0.0328115,0.0426299,0.0361663,0.0396501,0.0423914,0.0142365,0.0149292,0.0168273,0.0203971,0.0,0.0,0.0,0.0,-9999,-9999
20190514,20190520,-1.376,1.0,416.322,223.514,1.0,288.059,1.0,0.567,1.0,101.433,0.988095,0.014,0.0,7.036,0.958333,0.24639772256651427,0.951388888888889,24.65565972222222,1.0,584.8761805555555,1.0,472.15069444444447,1.0,169.96840277777775,1.0,191.38621527777778,1.0,311.16562500000003,1.0,414.498,0.997024,-5.472,-5.46,-5.864,-6.504,-6.623,-7.047,-3.201,-3.953,-4.612,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.95832,1.0,1.33197,1.0,5.04533,0.120168,0.892,1.0,3.37877,0.621715,0.0323196,0.982143,0.00198318,0.031783,0.0342873,0.0348334,0.982143,0.982143,0.991071,0.0699019,0.0671828,0.0698911,0.0738502,0.0360389,0.032366,0.0360389,0.0425294,0.0340477,0.0344203,0.035241,0.0372776,0.00381862,0.00355849,0.00381862,0.00715485,-9999,-9999
20190521,20190527,-0.558,1.0,443.854,204.136,0.988095,304.685,1.0,0.492,1.0,101.478,0.988095,0.191,0.0,5.082,0.681548,0.25008714421794864,0.6180555555555556,43.97815972222222,1.0,578.6042708333333,1.0,457.15197916666665,1.0,186.16180555555556,1.0,175.48194444444445,1.0,316.8534722222222,1.0,414.325,0.863095,-2.204,-2.359,-3.142,-4.12,-4.515,-5.348,-1.857,-2.926,-3.918,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.22224,0.997024,1.20561,0.988095,4.22779,0.134065,4.60125,0.997024,16.1355,0.485732,0.040155,0.758929,0.00197221,0.0386781,0.0433365,0.0445472,0.75,0.809524,0.821429,0.101469,0.0970731,0.101453,0.107718,0.0586671,0.0525259,0.0586671,0.0672918,0.115099,0.116328,0.117847,0.138371,0.037717,0.0376452,0.037717,0.0636268,-9999,-9999
20190528,20190603,-0.897,1.0,465.589,220.682,1.0,300.935,1.0,0.581,1.0,101.777,1.0,0.067,0.0,7.945,0.732143,-9999,-9999,45.63715277777778,1.0,568.181869828605,0.9965277777777777,438.00831781914894,0.9965277777777777,180.8809027777778,1.0,172.46333333333328,1.0,314.74131944444446,1.0,413.635,0.00297619,-0.839,-0.847,-1.438,-2.333,-2.689,-3.562,-1.858,-2.928,-3.919,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.2471,1.0,2.85903,0.985119,9.63542,0.162973,9.84299,0.985119,33.1725,0.55104,0.0688777,0.0,0.00228848,0.0650312,0.0697355,0.072865,0.0,0.0,0.0,0.124308,0.118937,0.124283,0.13235,0.0543101,0.0477391,0.0543101,0.0673187,0.174786,0.175523,0.179493,0.267936,0.116806,0.11624,0.116806,0.195248,-9999,-9999
20190604,20190610,-0.985,1.0,481.288,240.031,1.0,294.031,1.0,0.548,1.0,102.1,0.994048,0.002,0.0,4.734,0.6875,-9999,-9999,73.24190972222223,1.0,571.9161458333334,1.0,381.96527777777777,1.0,205.1340277777778,1.0,153.05336805555558,1.0,316.0798611111111,1.0,412.993,0.892857,-0.553,-0.504,-0.982,-1.77,-2.026,-2.751,-1.803,-2.865,-3.852,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.36533,1.0,5.92409,1.0,17.4438,0.260304,19.305,1.0,56.8446,0.694749,0.0800945,0.630952,0.00667087,0.0694063,0.099816,0.104147,0.619048,0.678571,0.678571,0.149494,0.142962,0.149528,0.159475,0.0511774,0.0412053,0.0511774,0.0817654,0.241275,0.24154,0.248122,0.401381,0.202663,0.201199,0.202663,0.332493,-9999,-9999
20190611,20190617,1.608,1.0,490.835,241.06,1.0,287.516,1.0,1.193,1.0,101.331,0.997024,0.246,0.0,4.201,0.660714,0.296517764629321,0.5833333333333333,89.21131944444444,1.0,511.33298611111104,1.0,273.82645833333333,1.0,118.29513888888887,1.0,109.28003472222223,1.0,324.8777777777778,1.0,412.145,1.0,0.151,0.012,-0.598,-1.389,-1.614,-2.266,-1.565,-2.603,-3.565,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.54569,1.0,23.5222,0.988095,37.6387,0.496861,37.1791,1.0,59.4915,0.931556,0.128092,0.907738,0.00832107,0.106846,0.134821,0.141806,0.883929,0.916667,0.928571,0.216751,0.205239,0.216336,0.222689,0.0817009,0.0666256,0.080686,0.112306,0.547857,0.388092,0.513536,0.547862,0.227857,0.136369,0.226949,0.228523,-9999,-9999
