TIMESTAMP_START,TIMESTAMP_END,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_7,TS_F_MDS_8,TS_F_MDS_9,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,TS_F_MDS_7_QC,TS_F_MDS_8_QC,TS_F_MDS_9_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_6,SWC_F_MDS_7,SWC_F_MDS_8,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,SWC_F_MDS_6_QC,SWC_F_MDS_7_QC,SWC_F_MDS_8_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20210917,20210923,-0.994,1.0,155.68,52.991,1.0,290.354,1.0,0.467,0.675595,100.338,0.96131,0.364,1.0,5.391,0.806548,0.378962519334927,0.767361111111111,-0.4490641937669375,0.9756944444444443,121.71107384823848,0.9756944444444443,76.65057249322493,0.9756944444444443,46.64661246612466,0.9756944444444443,30.99632537262873,0.9756944444444443,314.94465616531164,0.9756944444444443,407.215,1.0,-0.029,-0.192,-0.264,-0.741,-1.636,-2.437,-9999,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.632138,1.0,6.55448,0.0,21.6784,-9999,-5.23311,1.0,-17.3081,0.513917,-0.318604,0.0,-9999,-0.326571,-0.318168,-0.318101,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.719839,0.291954,0.696979,0.719839,0.390708,0.369578,0.389491,0.390708,-9999,-9999
20210924,20210930,-2.688,1.0,125.459,47.619,1.0,283.029,1.0,0.687,0.0,100.845,0.919643,0.0,1.0,3.608,0.970238,0.11475925962853577,0.9548611111111112,-8.21076388888889,1.0,107.89197916666666,1.0,101.05190972222222,1.0,38.734375,1.0,38.23482638888889,1.0,300.90208333333334,1.0,408.926,1.0,-0.334,-0.448,-0.268,-0.716,-1.58,-2.357,-9999,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0996252,1.0,3.10143,0.0,11.5038,-9999,-4.55977,1.0,-16.9131,0.698823,-0.424589,0.0,-9999,-0.42476,-0.421428,-0.417314,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.644905,0.234215,0.627555,0.644905,0.305508,0.283237,0.30455,0.305508,-9999,-9999
20211001,20211007,-1.729,1.0,97.5192,35.044,1.0,287.558,1.0,0.575,0.0,100.859,1.0,0.0,1.0,5.431,0.845238,0.20186529281532795,0.829861111111111,-12.371874999999998,1.0,86.94486111111111,1.0,77.10631944444445,1.0,33.01875,1.0,29.46559027777778,1.0,303.2513888888889,1.0,411.445,1.0,-0.462,-0.55,-0.275,-0.7,-1.536,-2.287,-9999,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0972928,1.0,1.65291,0.0,6.66393,-9999,-6.77705,1.0,-27.3226,-9999,-0.257181,0.0,-9999,-0.257326,-0.253808,-0.249645,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.796775,0.262592,0.77018,0.796775,0.194883,0.175536,0.19404,0.194883,-9999,-9999
20211008,20211014,-2.469,1.0,72.3116,26.059,1.0,290.225,1.0,0.618,0.0,100.482,1.0,0.0,1.0,7.12,0.895833,0.2335135439626878,0.8125,-12.907847222222223,1.0,67.29090277777779,1.0,58.67604166666666,1.0,24.36388888888889,1.0,22.389340277777777,1.0,306.7371527777778,1.0,411.897,1.0,-0.331,-0.492,-0.282,-0.689,-1.501,-2.229,-9999,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0993451,1.0,0.725112,0.0,1.9592,-9999,-8.50847,1.0,-22.9893,-9999,-0.132092,0.0,-9999,-0.132092,-0.128356,-0.123623,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.786103,0.237671,0.761182,0.786103,0.119889,0.10343,0.119305,0.119889,-9999,-9999
20211015,20211021,-5.672,1.0,50.2577,15.515,1.0,273.139,1.0,0.452,0.0,100.557,0.97619,0.0,1.0,5.861,0.806548,0.20248465796411802,0.8263888888888888,-14.745303782505909,0.9861111111111112,41.23701388888889,1.0,36.682604166666664,1.0,13.876041666666666,1.0,14.342879875886524,0.9861111111111112,285.0440972222222,1.0,413.653,1.0,-0.542,-0.616,-0.289,-0.68,-1.471,-2.177,-9999,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0742131,1.0,-0.443978,0.0,-0.207063,-9999,-9.9001,1.0,-4.61723,-9999,0.0407033,0.0,-9999,0.0403764,0.0448529,0.0499166,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.56207,0.155373,0.55084,0.56207,0.0564447,0.0451573,0.0560875,0.0564447,-9999,-9999
20211022,20211028,-4.361,1.0,31.7356,8.687,1.0,287.38,1.0,0.341,0.0,99.674,0.934524,0.0,1.0,3.539,0.303571,-9999,-9999,-7.231423611111111,1.0,25.835173611111117,1.0,20.712569444444444,1.0,8.930555555555557,1.0,6.875972222222221,1.0,300.12291666666664,1.0,419.482,1.0,-0.459,-0.579,-0.296,-0.673,-1.445,-2.132,-9999,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0380195,1.0,-1.05762,0.047619,-0.495439,-9999,-13.1006,1.0,-6.13697,-9999,0.10802,0.0535714,-9999,0.10802,0.112375,0.117766,0.0535714,0.0535714,0.0535714,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.717737,0.185372,0.698478,0.717737,0.0226515,0.0155203,0.0224848,0.0226515,-9999,-9999
20211029,20211104,-6.363,1.0,17.0701,5.367,1.0,256.452,1.0,0.317,0.0,100.325,1.0,0.0,1.0,6.114,0.440476,-9999,-9999,-19.790017730496455,0.9965277777777777,15.113194444444444,1.0,11.855312500000002,1.0,5.342708333333334,1.0,4.878597074468085,0.9965277777777777,277.6569444444445,1.0,420.308,1.0,-0.732,-0.746,-0.303,-0.668,-1.423,-2.092,-9999,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.0129141,1.0,-1.11212,0.985119,-0.518672,-9999,-46.4997,1.0,-21.6866,-9999,0.108341,0.985119,-9999,0.108341,0.113326,0.119574,0.985119,0.985119,0.985119,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.578809,0.138248,0.568147,0.578809,0.00867644,0.00388185,0.00861274,0.00867644,-9999,-9999
20211105,20211111,-7.402,1.0,6.55788,1.768,1.0,263.867,1.0,0.345,0.0,101.377,0.979167,0.0,1.0,6.888,0.854167,0.27881583391249626,0.8229166666666666,-22.608620169082126,0.9930555555555557,8.092743055555557,1.0,4.658645833333334,1.0,1.8885416666666666,1.0,1.191752717391304,0.9930555555555557,284.34236111111113,1.0,418.94,1.0,-0.739,-0.762,-0.31,-0.664,-1.403,-2.056,-9999,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.380517,1.0,-0.0464879,1.0,-0.0218733,-9999,-43.9204,1.0,-20.6653,-9999,0.184823,1.0,-9999,0.184644,0.185964,0.187653,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.5075,0.181646,0.501111,0.507508,0.000782038,0.0,0.00077659,0.000782038,-9999,-9999
20211112,20211118,-13.045,1.0,0.793078,0.932,1.0,229.151,1.0,0.281,0.190476,102.317,0.997024,0.073,1.0,4.104,1.0,0.28001583549517045,1.0,-27.208819444444444,1.0,3.8546875000000007,1.0,2.234236111111111,1.0,1.3729166666666666,1.0,0.2805555555555556,1.0,259.9059027777777,1.0,419.028,1.0,-0.965,-0.899,-0.316,-0.66,-1.386,-2.024,-9999,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.935934,1.0,-0.010471,1.0,-0.0089213,-9999,-35.9304,1.0,-30.6128,-9999,0.168539,1.0,-9999,0.165932,0.168661,0.170176,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.114551,0.108498,0.114777,0.122632,0.0,0.0,0.0,0.0,-9999,-9999
20211119,20211125,-19.728,1.0,0.0,0.446,1.0,233.669,1.0,0.192,1.0,102.718,0.985119,0.0,1.0,4.427,0.220238,-9999,-9999,-8.815590277777778,1.0,1.0731597222222222,1.0,0.7244097222222222,1.0,0.9222222222222224,1.0,0.14434027777777778,1.0,241.603125,1.0,420.042,1.0,-1.355,-1.177,-0.322,-0.658,-1.371,-1.995,-9999,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.33896,1.0,-0.274378,1.0,-0.0836177,0.191942,-15.7939,1.0,-4.81324,2.93061,0.0562775,1.0,-9999,0.0562775,0.0563738,0.0621565,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0252137,0.0252137,0.0255866,0.0259709,0.0,0.0,0.0,0.0,-9999,-9999
20211126,20211202,-26.782,1.0,0.0,0.179,1.0,219.153,1.0,0.167,1.0,102.452,0.991071,0.0,1.0,4.118,0.0,-9999,-9999,15.52715277777778,1.0,0.10322916666666665,1.0,0.16795138888888891,1.0,0.8527777777777779,1.0,-1.374826388888889,1.0,203.05937499999996,1.0,422.178,1.0,-2.944,-2.358,-0.328,-0.656,-1.356,-1.968,-9999,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.1395,1.0,-1.32317,0.901786,-0.765294,0.14448,0.626851,0.910714,0.362557,9.59624,0.075311,0.758929,-9999,0.0743485,0.075311,0.0756379,0.761905,0.758929,0.761905,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.000708087,0.000708087,0.000718558,0.000791014,0.0,0.0,0.0,0.0,-9999,-9999
20211203,20211209,-14.316,1.0,0.0,0.23,1.0,239.197,1.0,0.401,1.0,99.397,1.0,0.0,1.0,7.875,0.169643,-9999,-9999,-21.548645833333335,1.0,1.4552430555555558,1.0,0.036180555555555556,1.0,0.40138888888888896,1.0,-0.3894097222222223,1.0,260.33125,1.0,421.811,1.0,-2.074,-2.107,-0.338,-0.657,-1.345,-1.944,-9999,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.23726,1.0,-1.53818,0.886905,-1.28104,0.1452,3.81562,0.925595,3.17776,3.11472,0.0758298,0.886905,0.017226,0.0758298,0.0768108,0.0768108,0.886905,0.886905,0.886905,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.116991,0.116873,0.117266,0.118936,0.0,0.0,0.0,0.0,-9999,-9999
20211210,20211216,-25.766,1.0,0.0,0.091,1.0,166.256,1.0,0.174,1.0,101.805,1.0,0.0,1.0,4.467,0.0,-9999,-9999,-43.665849691827084,0.9756944444444445,0.03045138888888889,1.0,0.014826388888888887,1.0,0.9635416666666666,1.0,-0.8429620482944952,0.9756944444444445,204.53715277777778,1.0,425.573,1.0,-4.259,-3.958,-0.693,-0.785,-1.371,-1.93,-9999,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.72184,1.0,-0.459601,0.279762,-1.29037,0.0762088,-10.0248,0.309524,-28.1454,0.609747,0.0725083,0.577381,0.0110702,0.0696706,0.0725728,0.0725728,0.547619,0.577381,0.577381,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00549343,0.00549343,0.00557466,0.0057908,0.0,0.0,0.0,0.0,-9999,-9999
20211217,20211223,-20.033,1.0,0.0,0.24,1.0,212.982,1.0,0.226,1.0,100.885,1.0,0.0,1.0,8.176,0.244048,-9999,-9999,-23.98572916666667,1.0,0.26847222222222217,1.0,0.014652777777777777,1.0,0.4135416666666667,1.0,-0.334201388888889,1.0,241.22361111111113,1.0,423.077,1.0,-6.449,-6.466,-2.948,-2.114,-1.859,-2.05,-9999,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.26656,1.0,-0.706276,0.988095,-0.961174,0.017157,-18.1962,1.0,-24.7632,0.510936,0.0443737,1.0,0.0110705,0.0443646,0.0443737,0.0443737,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0427564,0.0427564,0.0432486,0.0442656,0.0,0.0,0.0,0.0,-9999,-9999
20211224,20211231,-27.573,1.0,0.0,0.109,1.0,167.321,1.0,0.154,1.0,101.909,1.0,0.0,1.0,4.104,0.333333,-9999,-9999,-35.684459853090175,0.994047619047619,0.018095238095238098,1.0,0.01363095238095238,1.0,0.5300595238095238,1.0,-0.668181990881459,0.994047619047619,202.57967325227966,0.9970238095238095,423.094,1.0,-9.104,-8.966,-4.812,-3.657,-2.851,-2.524,-9999,-9999,-9999,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.00855,1.0,0.054589,1.0,0.232236,0.0125039,-7.13158,1.0,-30.3397,0.297977,0.0500381,1.0,0.0103552,0.0292928,0.0500381,0.0500381,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00138844,0.00138844,0.00140897,0.00150609,0.0,0.0,0.0,0.0,-9999,-9999
