TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_7,TS_F_MDS_8,TS_F_MDS_9,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,TS_F_MDS_7_QC,TS_F_MDS_8_QC,TS_F_MDS_9_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_6,SWC_F_MDS_7,SWC_F_MDS_8,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,SWC_F_MDS_6_QC,SWC_F_MDS_7_QC,SWC_F_MDS_8_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20190101,-16.421,1.0,0.0,1.268,1.0,230.998,1.0,0.261,1.0,98.451,1.0,0.026,0.0,7.246,0.0,-9999,0.0,-12.908124999999998,1.0,0.09479166666666668,1.0,0.02416666666666667,1.0,1.9666666666666668,1.0,-0.8127083333333335,1.0,243.84166666666667,1.0,414.812,1.0,-8.633,-8.187,-7.692,-7.483,-6.826,-6.016,-4.856,-3.809,-3.166,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.57321,-9999,-1.31015,-9999,-4.78377,-9999,-9999,-9999,-15.1591,-9999,-54.4559,-9999,-9999,-9999,0.00385896,0.0,-9999,0.00385896,0.00460919,0.00480362,0.0,0.0,0.0,5.64688e-08,5.6477e-08,6.29897e-08,6.63617e-08,-0.00385891,-0.00480358,-0.00460913,-0.0038589,0.00021712,0.00021712,0.000296146,0.00709686,0.0,0.0,0.0,3.42685e-05,-9999,-9999
20190102,-15.344,1.0,0.0,1.075,1.0,243.365,1.0,0.257,1.0,98.809,1.0,0.043,0.0,3.617,0.0,-9999,0.0,-5.388958333333334,1.0,0.11479166666666667,1.0,0.030416666666666665,1.0,1.8395833333333336,1.0,-1.2170833333333333,1.0,248.88749999999996,1.0,414.518,1.0,-8.335,-7.931,-7.528,-7.404,-6.818,-6.095,-4.983,-3.93,-3.258,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.29488,-9999,-2.12469,-9999,-7.5472,-9999,-9999,-9999,-13.8604,-9999,-48.4163,-9999,-9999,4.71957,0.00187808,0.0,-9999,0.00187808,0.00187808,0.00228629,0.0,0.0,0.0,6.86866e-08,6.86958e-08,7.6067e-08,7.9863e-08,-0.00187801,-0.00228622,-0.00187801,-0.001878,0.000341393,0.000341393,0.00046565,0.00753089,0.0,0.0,0.0,2.90621e-05,-9999,-9999
20190103,-16.282,1.0,0.0,1.27,1.0,213.556,1.0,0.269,1.0,100.249,1.0,0.216,0.0,6.546,0.5,-9999,0.0,-28.086458333333336,1.0,0.09708333333333335,1.0,0.046875,1.0,2.0833333333333335,1.0,-0.5114583333333333,1.0,241.17708333333334,1.0,415.023,1.0,-8.048,-7.679,-7.346,-7.283,-6.752,-6.111,-5.072,-4.046,-3.35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.05768,-9999,-2.12453,-9999,-7.54662,-9999,-9999,-9999,-12.6804,-9999,-44.2941,-9999,-9999,3.06554,0.00150666,0.0,-9999,0.00150666,0.00150666,0.00225689,0.0,0.0,0.0,6.23864e-08,6.23948e-08,6.90751e-08,7.25213e-08,-0.0015066,-0.00270019,-0.0015066,-0.00150659,0.000355943,0.000355943,0.000485495,0.00713989,0.0,0.0,0.0,3.43248e-05,-9999,-9999
20190104,-27.206,1.0,0.0,1.064,1.0,158.202,1.0,0.153,1.0,101.265,1.0,0.001,0.0,5.776,0.291667,-9999,0.0,-36.3704255319149,0.9791666666666666,0.12208333333333332,1.0,0.05229166666666666,1.0,2.71875,1.0,-0.6182978723404255,0.9791666666666666,193.30000000000004,1.0,415.936,1.0,-8.538,-7.999,-7.433,-7.282,-6.726,-6.105,-5.129,-4.148,-3.441,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.40583,-9999,-1.31015,-9999,-4.61758,-9999,-9999,-9999,5.34777,-9999,18.5324,-9999,-9999,2.12147,0.00385896,0.0,-9999,0.00385896,0.00460919,0.00480362,0.0,0.0,0.0,3.29177e-09,3.29262e-09,4.00652e-09,4.40282e-09,-0.00385896,-0.00480362,-0.00460919,-0.00385896,1.24958e-06,1.24958e-06,1.70439e-06,0.00272478,0.0,0.0,0.0,2.87664e-05,-9999,-9999
20190105,-24.182,1.0,0.0,0.905,1.0,161.706,1.0,0.193,1.0,101.877,1.0,0.003,0.0,3.303,0.354167,-9999,0.0,-39.99208333333333,1.0,0.12791666666666665,1.0,0.06479166666666668,1.0,2.3249999999999997,1.0,-0.7072916666666668,1.0,200.4333333333333,1.0,418.937,1.0,-9.37,-8.755,-8.014,-7.696,-7.007,-6.236,-5.2,-4.237,-3.529,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.80182,-9999,-2.12469,-9999,-7.42955,-9999,-9999,-9999,-2.01159,-9999,-6.91536,-9999,-9999,1.8339,0.00187808,0.0,-9999,0.00187808,0.00187808,0.00228629,0.0,0.0,0.0,9.02607e-09,9.0281e-09,1.07155e-08,1.16312e-08,-0.00187807,-0.00228628,-0.00187807,-0.00187807,4.29764e-06,4.29764e-06,5.86186e-06,0.00391161,0.0,0.0,0.0,2.44638e-05,-9999,-9999
20190106,-27.91,1.0,0.0,0.556,1.0,152.125,1.0,0.147,1.0,102.49,1.0,0.003,0.0,1.105,0.0,-9999,0.0,-27.47208333333333,1.0,0.15395833333333334,1.0,0.07416666666666666,1.0,2.6354166666666665,1.0,-1.9772916666666667,1.0,178.3125,1.0,417.301,1.0,-10.028,-9.346,-8.496,-8.098,-7.343,-6.468,-5.334,-4.327,-3.613,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.29058,-9999,-2.12453,-9999,-7.37017,-9999,-9999,-9999,3.82434,-9999,13.0413,-9999,-9999,1.96676,0.00150666,0.0,-9999,0.00150666,0.00150666,0.00225689,0.0,0.0,0.0,2.27141e-09,2.27205e-09,2.8212e-09,3.12946e-09,-0.00150666,-0.00270025,-0.00150666,-0.00150666,2.58438e-07,2.58438e-07,3.52501e-07,0.00247066,0.0,0.0,0.0,1.50252e-05,-9999,-9999
20190107,-29.738,1.0,0.0,0.964,1.0,141.992,1.0,0.131,1.0,102.765,1.0,0.006,0.0,1.29,0.0,-9999,-9999,-32.102291666666666,1.0,0.13854166666666665,1.0,0.079375,1.0,2.670833333333334,1.0,-1.7514583333333331,1.0,173.40625,1.0,418.438,1.0,-10.94,-10.179,-9.175,-8.648,-7.786,-6.767,-5.513,-4.433,-3.696,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.92854,-9999,-1.31015,-9999,-4.41387,-9999,-9999,-9999,2.84062,-9999,9.40233,-9999,-9999,1.85841,0.00385896,0.0,-9999,0.00385896,0.00460919,0.00480362,0.0,0.0,0.0,6.01644e-10,6.01863e-10,7.93702e-10,9.05935e-10,-0.00385896,-0.00480363,-0.0046092,-0.00385896,5.77401e-09,5.77401e-09,7.87559e-09,0.00179207,0.0,0.0,0.0,2.6066e-05,-9999,-9999
20190108,-30.698,1.0,0.0,1.117,1.0,134.615,1.0,0.123,1.0,103.044,0.9375,0.001,0.0,1.972,0.0,-9999,0.0,-39.008125,1.0,0.15458333333333332,1.0,0.09375,1.0,2.660416666666667,1.0,-1.805,1.0,173.47916666666666,1.0,418.832,1.0,-11.785,-10.98,-9.882,-9.259,-8.306,-7.146,-5.745,-4.557,-3.781,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.41897,-9999,-1.69756,-9999,-5.38023,-9999,-9999,-9999,-3.00806,-9999,-9.35713,-9999,-9999,2.00163,0.00187808,0.0,-9999,0.00187808,0.00187808,0.00228629,0.0,0.0,0.0,3.13114e-10,3.13238e-10,4.23178e-10,4.88639e-10,-0.00187808,-0.0022863,-0.00187808,-0.00187808,1.36032e-09,1.36032e-09,1.85543e-09,0.00147719,0.0,0.0,0.0,3.01884e-05,-9999,-9999
20190109,-32.29,1.0,0.0,1.419,1.0,134.935,1.0,0.11,1.0,103.138,0.9375,0.024,0.0,3.868,0.0,-9999,0.0,-38.064375000000005,1.0,0.16458333333333333,1.0,0.10208333333333335,1.0,2.891666666666667,1.0,-1.64625,1.0,173.10208333333335,1.0,417.105,1.0,-12.392,-11.598,-10.496,-9.832,-8.828,-7.563,-6.025,-4.707,-3.872,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.71762,-9999,0.794244,-9999,2.34339,-9999,-9999,-9999,-5.80931,-9999,-16.7992,-9999,-9999,1.98179,0.00150666,0.0,-9999,0.00150666,0.00150666,0.00225689,0.0,0.0,0.0,1.22338e-10,1.22391e-10,1.70026e-10,1.9897e-10,-0.00150666,-0.00270025,-0.00150666,-0.00150666,1.78872e-10,1.78872e-10,2.43977e-10,0.00103727,0.0,0.0,0.0,3.83486e-05,-9999,-9999
20190110,-30.085,0.6875,0.0,0.323,0.708333,149.595,0.6875,0.13,0.6875,103.273,0.1875,0.008,0.0,5.929,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,417.197,0.6875,-11.518,-10.784,-9.81,-9.266,-8.366,-7.249,-5.84,-4.599,-3.787,0.6875,0.6875,0.6875,0.6875,0.6875,0.6875,0.6875,0.6875,0.6875,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.1779,-9999,-0.694357,-9999,-1.9606,-9999,-9999,-9999,-7.87669,-9999,-21.0532,-9999,-9999,2.97869,0.00385896,0.0,-9999,0.00385896,0.00460919,0.00480362,0.0,0.0,0.0,8.46945e-10,8.47226e-10,1.09053e-09,1.2305e-09,-0.00385896,-0.00480363,-0.0046092,-0.00385896,1.98499e-08,1.98499e-08,2.70747e-08,0.00175096,0.0,0.0,0.0,8.7431e-06,-9999,-9999
20190111,-30.204,0.0,0.0,0.0,0.0,151.928,0.0,0.125,0.0,102.776,0.0,0.002,0.0,7.317,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,417.025,0.0,-12.57,-11.791,-10.713,-10.058,-9.056,-7.779,-6.202,-4.821,-3.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.85634,-9999,-2.12469,-9999,-5.62015,-9999,-9999,-9999,-7.95004,-9999,-19.8305,-9999,-9999,3.92935,0.00187808,0.0,-9999,0.00187808,0.00187808,0.00228629,0.0,0.0,0.0,3.99701e-10,3.99857e-10,5.37687e-10,6.19401e-10,-0.00187808,-0.00228629,-0.00187808,-0.00187808,1.61791e-09,1.61791e-09,2.20678e-09,0.0016293,0.0,0.0,0.0,0.0,-9999,-9999
20190112,-32.095,0.104167,0.0,0.0,0.125,149.941,0.104167,0.123,0.104167,102.822,0.0,0.002,0.0,6.057,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,417.069,0.104167,-12.553,-11.803,-10.774,-10.152,-9.176,-7.927,-6.356,-4.941,-4.015,0.104167,0.104167,0.104167,0.104167,0.104167,0.104167,0.104167,0.104167,0.104167,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.7516,-9999,-2.29636,-9999,-5.66446,-9999,-9999,-9999,-7.46771,-9999,-17.6975,-9999,-9999,2.15931,0.00150666,0.0,-9999,0.00150666,0.00150666,0.00225689,0.0,0.0,0.0,2.26352e-10,2.26434e-10,2.98177e-10,3.40413e-10,-0.00150666,-0.00270025,-0.00150666,-0.00150666,4.55942e-09,4.55942e-09,6.21892e-09,0.00109143,0.0,0.0,0.0,0.0,-9999,-9999
20190113,-27.268,1.0,0.0,0.378,1.0,164.037,1.0,0.156,1.0,102.332,0.166667,0.008,0.0,10.402,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,417.468,1.0,-11.857,-11.196,-10.339,-9.86,-9.007,-7.944,-6.532,-5.188,-4.217,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.94567,-9999,-1.49881,-9999,-3.5105,-9999,-9999,-9999,-9.18489,-9999,-20.6233,-9999,-9999,1.26795,0.00385896,0.0,-9999,0.00385896,0.00460919,0.00480362,0.0,0.0,0.0,2.15449e-09,2.15515e-09,2.71703e-09,3.03507e-09,-0.00385896,-0.00480362,-0.00460919,-0.00385896,9.62939e-08,9.62939e-08,1.31342e-07,0.00267448,0.0,0.0,0.0,1.02214e-05,-9999,-9999
20190114,-22.254,0.0833333,0.0,0.0,0.104167,206.541,0.0833333,0.149,0.0833333,102.263,0.0,0.136,0.0,11.545,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,416.947,0.0833333,-12.11,-11.497,-10.716,-10.275,-9.447,-8.393,-6.952,-5.523,-4.459,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,0.0833333,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.00408,-9999,-2.05109,-9999,-4.54865,-9999,-9999,-9999,-8.84714,-9999,-18.7633,-9999,-9999,1.32994,0.00187808,0.0,-9999,0.00187808,0.00187808,0.00228629,0.0,0.0,0.0,1.51907e-08,1.51938e-08,1.77471e-08,1.91157e-08,-0.00187806,-0.00228628,-0.00187806,-0.00187806,1.18548e-05,1.18548e-05,1.61696e-05,0.004694,0.0,0.0,0.0,0.0,-9999,-9999
20190115,-21.718,0.333333,0.0,0.0,0.354167,197.71,0.333333,0.155,0.333333,102.038,0.0,0.007,0.0,9.553,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,416.087,0.333333,-12.072,-11.515,-10.836,-10.469,-9.706,-8.725,-7.331,-5.873,-4.728,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.7938,-9999,-1.6193,-9999,-3.43428,-9999,-9999,-9999,-6.06552,-9999,-11.8141,-9999,-9999,1.37733,0.00150666,0.0,-9999,0.00150666,0.00150666,0.00225689,0.0,0.0,0.0,1.90088e-08,1.90124e-08,2.19602e-08,2.35285e-08,-0.00150664,-0.00270024,-0.00150664,-0.00150664,2.32723e-05,2.32723e-05,3.17427e-05,0.00491813,0.0,0.0,0.0,0.0,-9999,-9999
20190116,-23.025,0.666667,0.0,0.01,0.6875,208.656,0.666667,0.163,0.666667,101.415,0.0208333,0.008,0.0,3.725,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,415.464,0.666667,-11.687,-11.222,-10.725,-10.49,-9.837,-9.007,-7.737,-6.312,-5.088,0.666667,0.666667,0.666667,0.666667,0.666667,0.666667,0.666667,0.666667,0.666667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.04922,-9999,0.67018,-9999,1.30534,-9999,-9999,-9999,-12.427,-9999,-22.0537,-9999,-9999,1.82195,0.00385896,0.0,-9999,0.00385896,0.00460919,0.00480362,0.0,0.0,0.0,1.30342e-08,1.30369e-08,1.52455e-08,1.64324e-08,-0.00385895,-0.00480362,-0.00460918,-0.00385895,1.16656e-05,1.16656e-05,1.59115e-05,0.00437654,0.0,0.0,0.0,2.78767e-07,-9999,-9999
20190117,-20.405,0.0,0.0,0.0,0.0,216.564,0.0,0.134,0.0,101.29,0.0,0.005,0.0,5.713,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,415.165,0.0,-11.697,-11.287,-10.863,-10.656,-10.016,-9.185,-7.892,-6.41,-5.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.52344,-9999,-2.12469,-9999,-3.9504,-9999,-9999,-9999,-7.93166,-9999,-13.2371,-9999,-9999,1.3758,0.00187808,0.0,-9999,0.00187808,0.00187808,0.00228629,0.0,0.0,0.0,2.31589e-08,2.31633e-08,2.67304e-08,2.86233e-08,-0.00187806,-0.00228627,-0.00187806,-0.00187805,2.4983e-05,2.4983e-05,3.40761e-05,0.00545867,0.0,0.0,0.0,0.0,-9999,-9999
20190118,-20.912,0.5625,0.0,0.093,0.583333,211.453,0.5625,0.178,0.5625,101.048,0.0833333,0.06,0.0,5.039,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,415.129,0.5625,-11.723,-11.286,-10.828,-10.615,-9.983,-9.182,-7.942,-6.517,-5.256,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.70645,-9999,-1.91822,-9999,-3.52891,-9999,-9999,-9999,-17.4016,-9999,-28.3323,-9999,-9999,2.19241,0.00150666,0.0,-9999,0.00150666,0.00150666,0.00225689,0.0,0.0,0.0,2.33601e-08,2.33642e-08,2.6728e-08,2.85093e-08,-0.00150664,-0.00270023,-0.00150664,-0.00150663,5.8244e-05,5.8244e-05,7.94431e-05,0.00524358,0.0,0.0,0.0,2.51453e-06,-9999,-9999
20190119,-17.907,1.0,0.0,1.505,1.0,225.671,1.0,0.246,1.0,101.453,1.0,0.115,0.0,5.259,0.270833,-9999,0.0,-13.25229166666667,1.0,0.3120833333333333,1.0,0.5883333333333334,1.0,2.308333333333333,1.0,-0.10270833333333333,1.0,238.2854166666667,1.0,415.204,1.0,-11.644,-11.243,-10.831,-10.638,-10.009,-9.188,-7.901,-6.426,-5.142,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.47283,-9999,0.0475203,-9999,0.0862582,-9999,-9999,-9999,-20.8733,-9999,-32.9213,-9999,-9999,1.90139,0.00385896,0.0,-9999,0.00385896,0.00460919,0.00480362,0.0,0.0,0.0,4.23866e-08,4.23933e-08,4.77619e-08,5.0563e-08,-0.00385892,-0.00480359,-0.00460915,-0.00385892,0.000117453,0.000117453,0.000160203,0.00649006,0.0,0.0,0.0,4.06772e-05,-9999,-9999
20190120,-20.357,1.0,0.0,1.815,1.0,214.412,1.0,0.223,1.0,101.425,1.0,0.076,0.0,4.308,1.0,0.27544520024124036,1.0,-13.376666666666665,1.0,0.41124999999999995,1.0,0.7870833333333334,1.0,2.5375,1.0,0.4814583333333333,1.0,226.95624999999998,1.0,414.812,1.0,-11.271,-10.892,-10.545,-10.43,-9.876,-9.16,-7.958,-6.53,-5.256,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.32287,-9999,-0.185812,-9999,-0.337165,-9999,-9999,-9999,-11.9191,-9999,-18.386,-9999,-9999,1.45889,0.00187808,0.0,-9999,0.00187808,0.00187808,0.00228629,0.0,0.0,0.0,2.41407e-08,2.41452e-08,2.77872e-08,2.97167e-08,-0.00187806,-0.00228627,-0.00187806,-0.00187805,2.96967e-05,2.96967e-05,4.05055e-05,0.00547938,0.0,0.0,0.0,4.90598e-05,-9999,-9999
20190121,-26.635,1.0,0.0,1.536,1.0,195.512,1.0,0.159,1.0,102.286,1.0,0.003,0.0,2.018,0.625,0.10442087661395823,0.625,-6.301666666666667,1.0,0.48770833333333335,1.0,0.929375,1.0,3.0020833333333337,1.0,0.6925,1.0,199.76249999999996,1.0,415.012,0.979167,-11.335,-10.886,-10.455,-10.321,-9.774,-9.104,-7.98,-6.621,-5.365,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.04999,-9999,-0.0863563,-9999,-0.142048,-9999,-9999,-9999,-9.44591,-9999,-14.1346,-9999,-9999,1.22022,0.00150666,0.0,-9999,0.00150666,0.00150666,0.00225689,0.0,0.0,0.0,3.52224e-09,3.5232e-09,4.32624e-09,4.77299e-09,-0.00150666,-0.00270025,-0.00150666,-0.00150665,5.17546e-07,5.17546e-07,7.05918e-07,0.00293563,0.0,0.0,0.0,4.15331e-05,-9999,-9999
20190122,-26.724,1.0,0.0,1.713,1.0,208.14,1.0,0.159,1.0,102.223,1.0,0.002,0.0,5.157,0.0,-9999,0.0,-0.046875,1.0,0.4179166666666667,1.0,0.8141666666666666,1.0,3.0229166666666667,1.0,-0.31375,1.0,207.45416666666665,1.0,414.789,1.0,-11.684,-11.195,-10.677,-10.464,-9.856,-9.127,-8.005,-6.697,-5.467,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.03978,-9999,0.298206,-9999,0.480099,-9999,-9999,-9999,-9.97002,-9999,-14.2743,-9999,-9999,1.21701,0.00385896,0.0,-9999,0.00385896,0.00460919,0.00480362,0.0,0.0,0.0,2.83673e-09,2.83755e-09,3.53646e-09,3.92892e-09,-0.00385896,-0.00480362,-0.00460919,-0.00385896,2.05617e-07,2.05617e-07,2.80456e-07,0.00288464,0.0,0.0,0.0,4.63172e-05,-9999,-9999
20190123,-23.611,1.0,0.0,1.527,1.0,202.167,1.0,0.196,1.0,101.182,1.0,0.003,0.0,6.096,0.0,-9999,0.0,-11.163541666666667,1.0,0.43770833333333337,1.0,0.8833333333333334,1.0,2.7125,1.0,-0.9814583333333333,1.0,213.18125,1.0,415.556,1.0,-11.776,-11.303,-10.803,-10.587,-9.972,-9.217,-8.068,-6.769,-5.561,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.90143,-9999,0.224287,-9999,0.349333,-9999,-9999,-9999,-7.67553,-9999,-10.3454,-9999,-9999,1.2247,0.00187808,0.0,-9999,0.00187808,0.00187808,0.00228629,0.0,0.0,0.0,1.02852e-08,1.02875e-08,1.21739e-08,1.31951e-08,-0.00187807,-0.00228628,-0.00187807,-0.00187807,5.32628e-06,5.32628e-06,7.26489e-06,0.00413718,0.0,0.0,0.0,4.1291e-05,-9999,-9999
20190124,-21.522,1.0,0.0,2.084,1.0,223.865,1.0,0.213,1.0,101.147,1.0,0.031,0.0,7.266,0.0208333,-9999,0.0,-2.34875,1.0,0.5191666666666667,1.0,1.1093750000000002,1.0,2.9937500000000004,1.0,-0.4191666666666667,1.0,226.36249999999998,1.0,414.774,1.0,-11.692,-11.256,-10.813,-10.63,-10.035,-9.295,-8.146,-6.847,-5.651,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.60582,-9999,0.0646804,-9999,0.0962208,-9999,-9999,-9999,-7.5298,-9999,-9.09638,-9999,-9999,1.22964,0.00150666,0.0,-9999,0.00150666,0.00150666,0.00225689,0.0,0.0,0.0,1.73681e-08,1.73716e-08,2.02548e-08,2.17967e-08,-0.00150664,-0.00270024,-0.00150664,-0.00150664,1.31386e-05,1.31386e-05,1.79207e-05,0.00499443,0.0,0.0,0.0,5.63272e-05,-9999,-9999
